,bytes,packets,protocol,sourceIP,Destination IP,timestamp
4117,14554.8,10,68,61.218.104.79,184.60.164.241,23/06/2020 14:12:24.387
4118,10315.6,7,3,18.61.83.207,50.90.73.233,23/06/2020 14:12:27.501
4119,14339.9,10,67,133.6.97.181,74.62.102.14,23/06/2020 14:12:30.374
4120,18773.3,13,137,146.201.140.212,41.86.213.91,23/06/2020 14:12:31.342
4121,6316.9,5,103,190.173.80.95,86.230.21.130,23/06/2020 14:12:34.218
4122,7750.6,6,104,22.30.66.91,99.164.233.210,23/06/2020 14:12:34.320
4123,17043.5,12,112,6.231.251.83,124.103.27.6,23/06/2020 14:12:35.926
4124,19568.0,14,117,115.241.183.104,16.94.184.236,23/06/2020 14:12:39.142
4125,11786.0,8,1,45.122.229.55,131.74.182.251,23/06/2020 14:12:41.850
4126,14095.8,10,60,162.47.42.5,230.234.44.52,23/06/2020 14:12:48.802
4127,17045.7,12,75,24.121.97.135,212.18.213.174,23/06/2020 14:12:51.930
4128,7316.2,5,11,20.87.162.15,133.6.97.181,23/06/2020 14:12:52.442
4129,12411.2,9,140,119.251.127.31,6.234.229.133,23/06/2020 14:12:55.511
4130,9740.8,7,64,0.216.106.112,215.171.129.185,23/06/2020 14:12:58.768
4131,18020.4,13,73,92.143.53.124,188.92.32.31,23/06/2020 14:12:59.649
4132,2089.5,2,125,18.61.83.207,146.201.140.212,23/06/2020 14:13:00.706
4133,2215.9,2,107,74.62.102.14,175.140.77.98,23/06/2020 14:13:01.589
4134,12949.4,9,103,61.21.240.187,188.92.32.31,23/06/2020 14:13:06.661
4135,3385.0,3,59,181.186.159.214,74.62.102.14,23/06/2020 14:13:07.575
4136,24627.3,17,14,96.214.68.75,226.175.87.1,23/06/2020 14:13:07.687
4137,27622.9,19,86,86.230.21.130,215.171.129.185,23/06/2020 14:13:11.120
4138,26809.7,18,142,166.186.61.60,175.211.32.50,23/06/2020 14:13:13.720
4139,14890.2,10,85,79.8.150.240,14.10.100.243,23/06/2020 14:13:18.972
4140,11158.8,8,101,119.251.127.31,133.6.97.181,23/06/2020 14:13:21.392
4141,24453.9,17,49,5.131.18.115,112.86.153.42,23/06/2020 14:13:21.515
4142,6821.9,5,125,123.251.76.200,232.247.19.142,23/06/2020 14:13:22.057
4143,11564.1,8,134,166.186.61.60,191.128.220.22,23/06/2020 14:13:22.890
4144,14717.5,10,122,112.86.153.42,86.204.47.43,23/06/2020 14:13:25.684
4145,21519.0,15,120,135.212.155.161,123.251.76.200,23/06/2020 14:13:30.247
4146,2358.3,2,82,124.103.27.6,68.162.88.105,23/06/2020 14:13:33.892
4147,3393.2,3,61,244.224.23.233,162.5.231.172,23/06/2020 14:13:39.894
4148,21458.9,15,122,138.201.175.201,243.116.233.38,23/06/2020 14:13:42.799
4149,13352.6,9,94,117.200.229.211,175.140.77.98,23/06/2020 14:13:44.385
4150,18789.2,13,46,207.154.241.18,0.216.106.112,23/06/2020 14:13:44.722
4151,27867.2,19,74,53.210.106.172,161.34.126.141,23/06/2020 14:13:46.105
4152,20165.5,14,3,112.175.86.198,212.108.45.63,23/06/2020 14:13:47.278
4153,2350.3,2,124,94.70.161.139,181.186.159.214,23/06/2020 14:13:51.588
4154,12859.0,9,20,14.10.100.243,86.208.209.198,23/06/2020 14:13:51.667
4155,8453.7,6,39,18.61.83.207,151.146.33.47,23/06/2020 14:13:52.118
4156,6104.8,5,5,123.251.76.200,76.216.63.223,23/06/2020 14:13:57.017
4157,8619.5,6,12,61.218.104.79,140.177.30.220,23/06/2020 14:14:00.401
4158,4353.0,3,49,151.146.33.47,24.121.97.135,23/06/2020 14:14:05.175
4159,26217.2,18,104,20.87.162.15,214.215.93.187,23/06/2020 14:14:07.325
4160,8209.7,6,33,80.47.65.68,18.61.83.207,23/06/2020 14:14:08.235
4161,27513.9,19,109,104.192.155.115,190.173.80.95,23/06/2020 14:14:09.931
4162,9355.8,7,95,133.246.120.133,41.86.213.91,23/06/2020 14:14:16.679
4163,20499.6,14,33,162.47.42.5,86.208.209.198,23/06/2020 14:14:17.945
4164,4859.5,4,117,140.153.231.187,124.103.27.6,23/06/2020 14:14:18.602
4165,24289.3,17,88,119.251.127.31,53.210.106.172,23/06/2020 14:14:19.964
4166,27381.3,19,68,94.70.161.139,226.175.87.1,23/06/2020 14:14:23.175
4167,15415.6,11,129,212.18.213.174,146.201.140.212,23/06/2020 14:14:24.647
4168,19473.7,13,68,226.175.87.1,162.47.42.5,23/06/2020 14:14:28.346
4169,25885.0,18,116,86.208.209.198,146.201.140.212,23/06/2020 14:14:31.996
4170,20140.7,14,62,53.210.106.172,24.121.97.135,23/06/2020 14:14:36.813
4171,6068.4,5,66,94.70.161.139,115.241.183.104,23/06/2020 14:14:37.962
4172,10888.4,8,90,61.21.240.187,18.61.83.207,23/06/2020 14:14:38.056
4173,26078.6,18,76,133.6.97.181,134.151.169.33,23/06/2020 14:14:41.344
4174,11204.4,8,26,230.234.44.52,45.122.229.55,23/06/2020 14:14:42.885
4175,7509.5,6,131,214.215.93.187,228.51.158.175,23/06/2020 14:14:44.583
4176,3877.1,3,87,70.159.11.91,169.32.8.214,23/06/2020 14:14:47.001
4177,16369.3,11,134,74.62.102.14,206.193.219.233,23/06/2020 14:14:48.788
4178,5776.1,4,13,184.60.164.241,191.128.220.22,23/06/2020 14:14:53.953
4179,16518.3,12,91,20.87.162.15,181.186.159.214,23/06/2020 14:14:54.064
4180,17541.3,12,85,24.121.97.135,135.212.155.161,23/06/2020 14:14:57.366
4181,13130.7,9,65,99.164.233.210,225.169.29.28,23/06/2020 14:14:57.786
4182,9300.3,7,54,83.6.65.33,212.108.45.63,23/06/2020 14:15:01.373
4183,16545.6,12,106,244.224.23.233,183.179.206.54,23/06/2020 14:15:01.510
4184,2114.5,2,33,226.175.87.1,191.128.220.22,23/06/2020 14:15:07.989
4185,9955.7,7,95,206.193.219.233,79.8.150.240,23/06/2020 14:15:08.205
4186,12335.7,9,58,119.251.127.31,133.246.120.133,23/06/2020 14:15:08.583
4187,5000.6,4,72,115.241.183.104,48.161.226.29,23/06/2020 14:15:10.867
4188,27730.7,19,110,124.103.27.6,244.224.23.233,23/06/2020 14:15:11.087
4189,13601.9,10,120,86.204.47.43,210.250.132.36,23/06/2020 14:15:14.835
4190,29794.1,20,38,133.246.120.133,53.210.106.172,23/06/2020 14:15:19.174
4191,6597.9,5,20,117.75.31.227,99.164.233.210,23/06/2020 14:15:20.382
4192,15546.5,11,69,133.6.97.181,53.210.106.172,23/06/2020 14:15:20.917
4193,25268.4,17,10,169.32.8.214,253.33.218.82,23/06/2020 14:15:25.288
4194,2487.5,2,35,112.86.153.42,92.143.53.124,23/06/2020 14:15:28.320
4195,27219.6,19,5,134.28.37.182,23.158.254.254,23/06/2020 14:15:33.040
4196,18990.0,13,120,151.146.33.47,62.188.156.237,23/06/2020 14:15:39.425
4197,21005.2,15,114,228.51.158.175,0.216.106.112,23/06/2020 14:15:43.558
4198,10889.5,8,39,22.30.66.91,61.223.103.109,23/06/2020 14:15:43.934
4199,14417.3,10,121,92.143.53.124,215.171.129.185,23/06/2020 14:15:46.270
4200,15699.0,11,47,24.121.97.135,188.92.32.31,23/06/2020 14:15:46.306
4201,26288.6,18,60,20.87.162.15,175.140.77.98,23/06/2020 14:15:46.610
4202,28830.6,20,33,80.47.65.68,117.200.229.211,23/06/2020 14:15:53.186
4203,24108.1,17,107,175.211.32.50,162.47.42.5,23/06/2020 14:15:53.844
4204,11703.6,8,133,133.246.120.133,61.223.103.109,23/06/2020 14:15:53.885
4205,17263.1,12,11,169.32.8.214,186.131.182.81,23/06/2020 14:15:54.408
4206,14223.5,10,24,6.231.251.83,26.90.225.225,23/06/2020 14:15:57.171
4207,23619.5,16,87,214.215.93.187,14.10.100.243,23/06/2020 14:16:06.601
4208,16762.1,12,65,156.255.220.153,61.218.104.79,23/06/2020 14:16:07.224
4209,2728.5,2,32,50.90.73.233,26.90.225.225,23/06/2020 14:16:08.745
4210,16657.4,12,75,76.216.63.223,222.175.114.98,23/06/2020 14:16:10.034
4211,9134.4,7,68,133.246.120.133,48.161.226.29,23/06/2020 14:16:10.633
4212,21907.4,15,83,41.86.213.91,175.140.77.98,23/06/2020 14:16:11.044
4213,10893.7,8,13,228.51.158.175,80.47.65.68,23/06/2020 14:16:11.653
4214,12325.3,9,65,133.6.97.181,169.32.8.214,23/06/2020 14:16:23.056
4215,28776.7,20,127,226.175.87.1,191.128.220.22,23/06/2020 14:16:24.842
4216,18731.1,13,37,86.204.47.43,123.251.76.200,23/06/2020 14:16:27.059
4217,10520.5,8,65,225.169.29.28,23.158.254.254,23/06/2020 14:16:29.471
4218,4733.3,4,134,146.201.140.212,48.161.226.29,23/06/2020 14:16:30.199
4219,25312.7,17,26,6.231.251.83,76.216.63.223,23/06/2020 14:16:33.127
4220,10435.4,7,24,140.177.30.220,175.140.77.98,23/06/2020 14:16:41.949
4221,14164.9,10,12,0.52.80.132,156.255.220.153,23/06/2020 14:16:42.241
4222,2043.2,2,42,133.246.120.133,124.103.27.6,23/06/2020 14:16:43.643
4223,27290.2,19,0,17.30.10.63,99.164.233.210,23/06/2020 14:16:48.568
4224,5387.0,4,3,20.87.162.15,112.175.86.198,23/06/2020 14:16:49.975
4225,10138.6,7,110,92.143.53.124,105.136.171.198,23/06/2020 14:16:50.019
4226,22822.5,16,137,41.86.213.91,92.143.53.124,23/06/2020 14:16:51.502
4227,8674.1,6,113,86.208.209.198,232.247.19.142,23/06/2020 14:16:53.209
4228,26360.1,18,79,226.175.87.1,175.211.32.50,23/06/2020 14:16:53.385
4229,19602.7,14,13,244.224.23.233,210.250.132.36,23/06/2020 14:16:57.547
4230,18456.1,13,6,0.52.80.132,14.10.100.243,23/06/2020 14:16:59.929
4231,3396.8,3,140,124.103.27.6,197.68.7.118,23/06/2020 14:16:59.988
4232,25046.5,17,62,117.75.31.227,22.30.66.91,23/06/2020 14:17:03.379
4233,14152.3,10,31,226.175.87.1,175.211.32.50,23/06/2020 14:17:05.723
4234,4134.7,3,12,86.204.47.43,86.208.209.198,23/06/2020 14:17:10.187
4235,14651.6,10,118,175.211.32.50,5.131.18.115,23/06/2020 14:17:10.741
4236,11589.7,8,46,18.61.83.207,117.75.31.227,23/06/2020 14:17:15.880
4237,20935.6,14,84,140.177.30.220,243.116.233.38,23/06/2020 14:17:15.957
4238,11579.5,8,110,183.179.206.54,188.92.32.31,23/06/2020 14:17:21.607
4239,19664.3,14,9,207.154.241.18,183.179.206.54,23/06/2020 14:17:24.457
4240,1522.6,2,140,86.204.47.43,127.15.162.97,23/06/2020 14:17:27.149
4241,13287.7,9,31,133.6.97.181,127.15.162.97,23/06/2020 14:17:27.739
4242,8774.6,6,18,68.162.88.105,117.75.31.227,23/06/2020 14:17:33.040
4243,20885.1,14,51,188.92.32.31,191.128.220.22,23/06/2020 14:17:34.724
4244,8485.6,6,3,215.171.129.185,92.237.81.13,23/06/2020 14:17:39.512
4245,6771.9,5,101,169.32.8.214,124.103.27.6,23/06/2020 14:17:39.576
4246,20904.2,14,56,86.204.47.43,18.61.83.207,23/06/2020 14:17:44.453
4247,4142.1,3,62,24.121.97.135,184.60.164.241,23/06/2020 14:17:44.935
4248,12788.6,9,54,140.153.231.187,133.246.120.133,23/06/2020 14:17:45.000
4249,14030.4,10,0,26.90.225.225,214.215.93.187,23/06/2020 14:17:47.002
4250,2553.8,2,23,244.224.23.233,86.230.21.130,23/06/2020 14:17:47.091
4251,20312.8,14,73,161.34.126.141,140.153.231.187,23/06/2020 14:17:51.446
4252,12440.8,9,52,127.15.162.97,210.250.132.36,23/06/2020 14:17:52.522
4253,11745.9,8,132,79.8.150.240,232.247.19.142,23/06/2020 14:17:54.156
4254,10280.8,7,129,112.86.153.42,184.60.164.241,23/06/2020 14:17:54.375
4255,8641.4,6,130,50.90.73.233,214.215.93.187,23/06/2020 14:17:57.060
4256,16205.9,11,86,112.86.153.42,249.235.45.130,23/06/2020 14:17:59.490
4257,15058.3,11,143,151.146.33.47,230.234.44.52,23/06/2020 14:18:02.776
4258,8607.0,6,10,14.10.100.243,119.251.127.31,23/06/2020 14:18:04.418
4259,3887.6,3,135,23.158.254.254,119.251.127.31,23/06/2020 14:18:04.745
4260,23406.2,16,101,16.94.184.236,131.74.182.251,23/06/2020 14:18:05.993
4261,27248.5,19,28,244.224.23.233,35.214.166.134,23/06/2020 14:18:06.801
4262,18416.4,13,1,162.47.42.5,133.172.176.33,23/06/2020 14:18:11.613
4263,24744.4,17,124,215.171.129.185,243.116.233.38,23/06/2020 14:18:11.807
4264,20156.8,14,48,206.193.219.233,230.234.44.52,23/06/2020 14:18:22.151
4265,19778.4,14,107,5.131.18.115,133.246.120.133,23/06/2020 14:18:22.513
4266,16564.0,12,41,186.131.182.81,133.172.176.33,23/06/2020 14:18:22.735
4267,11310.3,8,64,197.68.7.118,232.247.19.142,23/06/2020 14:18:23.434
4268,10322.3,7,67,212.108.45.63,92.143.53.124,23/06/2020 14:18:25.227
4269,27584.5,19,54,22.30.66.91,230.234.44.52,23/06/2020 14:18:28.252
4270,23871.8,16,59,61.147.76.157,190.173.80.95,23/06/2020 14:18:29.674
4271,7638.3,6,118,228.51.158.175,5.131.18.115,23/06/2020 14:18:32.909
4272,8013.2,6,101,207.154.241.18,86.208.209.198,23/06/2020 14:18:34.145
4273,11282.6,8,118,6.231.251.83,50.90.73.233,23/06/2020 14:18:35.736
4274,14721.7,10,69,156.255.220.153,140.177.30.220,23/06/2020 14:18:38.326
4275,25618.7,18,44,6.234.229.133,184.60.164.241,23/06/2020 14:18:40.955
4276,21307.8,15,120,207.154.241.18,183.179.206.54,23/06/2020 14:18:51.725
4277,3870.0,3,62,222.175.114.98,83.6.65.33,23/06/2020 14:18:53.591
4278,8238.8,6,74,0.216.106.112,138.201.175.201,23/06/2020 14:18:54.454
4279,27097.9,19,96,86.230.21.130,191.128.220.22,23/06/2020 14:18:54.704
4280,10803.4,8,62,175.140.77.98,249.235.45.130,23/06/2020 14:18:56.235
4281,16273.6,11,129,115.241.183.104,222.175.114.98,23/06/2020 14:18:58.123
4282,12111.2,9,16,92.143.53.124,138.201.175.201,23/06/2020 14:19:03.178
4283,14809.5,10,10,184.60.164.241,26.90.225.225,23/06/2020 14:19:03.305
4284,17910.3,12,18,35.214.166.134,62.188.156.237,23/06/2020 14:19:03.568
4285,17527.6,12,97,146.201.140.212,76.216.63.223,23/06/2020 14:19:06.900
4286,29820.2,20,142,123.251.76.200,133.246.120.133,23/06/2020 14:19:09.018
4287,28186.6,19,56,112.86.153.42,48.161.226.29,23/06/2020 14:19:09.045
4288,19634.4,14,60,92.143.53.124,79.8.150.240,23/06/2020 14:19:10.972
4289,19656.1,14,112,249.235.45.130,206.193.219.233,23/06/2020 14:19:12.126
4290,1885.0,2,42,115.241.183.104,0.216.106.112,23/06/2020 14:19:13.040
4291,12762.7,9,6,124.103.27.6,162.47.42.5,23/06/2020 14:19:14.137
4292,26714.6,18,53,212.18.213.174,127.15.162.97,23/06/2020 14:19:18.674
4293,22865.6,16,64,16.94.184.236,86.204.47.43,23/06/2020 14:19:20.018
4294,22172.3,15,65,184.60.164.241,48.161.226.29,23/06/2020 14:19:23.127
4295,24699.7,17,114,124.103.27.6,134.28.37.182,23/06/2020 14:19:27.490
4296,8285.7,6,100,207.154.241.18,17.30.10.63,23/06/2020 14:19:29.639
4297,12157.6,9,130,232.247.19.142,214.215.93.187,23/06/2020 14:19:32.203
4298,21077.4,15,4,6.231.251.83,57.40.207.108,23/06/2020 14:19:36.464
4299,15792.0,11,85,20.87.162.15,226.175.87.1,23/06/2020 14:19:38.832
4300,3261.3,3,121,50.90.73.233,222.175.114.98,23/06/2020 14:19:44.207
4301,4715.6,4,93,68.162.88.105,206.193.219.233,23/06/2020 14:19:47.604
4302,21921.2,15,81,253.33.218.82,50.90.73.233,23/06/2020 14:19:52.214
4303,28495.5,19,129,22.30.66.91,61.147.76.157,23/06/2020 14:19:54.366
4304,22205.5,15,54,123.251.76.200,166.186.61.60,23/06/2020 14:19:55.959
4305,24120.4,17,71,133.172.176.33,124.103.27.6,23/06/2020 14:19:57.460
4306,18552.6,13,25,45.122.229.55,6.234.229.133,23/06/2020 14:19:57.746
4307,13289.3,9,105,134.28.37.182,23.158.254.254,23/06/2020 14:20:01.244
4308,15752.3,11,138,86.230.21.130,117.75.31.227,23/06/2020 14:20:08.091
4309,1786.6,2,66,244.224.23.233,6.231.251.83,23/06/2020 14:20:11.886
4310,3487.3,3,121,230.234.44.52,76.216.63.223,23/06/2020 14:20:15.089
4311,12978.3,9,78,92.237.81.13,166.186.61.60,23/06/2020 14:20:15.249
4312,12981.0,9,79,135.212.155.161,138.201.175.201,23/06/2020 14:20:17.078
4313,28601.6,20,87,133.172.176.33,135.212.155.161,23/06/2020 14:20:17.559
4314,12857.3,9,122,67.235.112.122,61.147.76.157,23/06/2020 14:20:17.694
4315,29736.6,20,53,135.212.155.161,207.154.241.18,23/06/2020 14:20:18.476
4316,28170.9,19,15,151.146.33.47,133.246.120.133,23/06/2020 14:20:19.315
4317,4238.5,3,127,80.47.65.68,225.169.29.28,23/06/2020 14:20:20.966
4318,2390.9,2,100,206.193.219.233,104.192.155.115,23/06/2020 14:20:21.383
4319,25364.2,17,10,92.237.81.13,92.143.53.124,23/06/2020 14:20:22.842
4320,25168.8,17,129,146.201.140.212,162.47.42.5,23/06/2020 14:20:26.736
4321,29836.8,20,50,123.251.76.200,133.172.176.33,23/06/2020 14:20:27.934
4322,4455.3,3,40,80.47.65.68,127.15.162.97,23/06/2020 14:20:30.009
4323,25661.8,18,59,35.214.166.134,210.250.132.36,23/06/2020 14:20:38.894
4324,19526.1,14,115,133.246.120.133,186.131.182.81,23/06/2020 14:20:40.549
4325,18314.0,13,12,123.251.76.200,62.188.156.237,23/06/2020 14:20:42.586
4326,24978.5,17,125,20.87.162.15,57.40.207.108,23/06/2020 14:20:45.348
4327,6947.9,5,54,99.164.233.210,134.151.169.33,23/06/2020 14:20:45.365
4328,25991.6,18,8,119.251.127.31,6.231.251.83,23/06/2020 14:20:47.931
4329,7142.8,5,64,249.235.45.130,67.235.112.122,23/06/2020 14:20:50.815
4330,20113.5,14,119,226.175.87.1,61.218.104.79,23/06/2020 14:20:54.719
4331,5277.8,4,124,188.92.32.31,166.186.61.60,23/06/2020 14:20:56.016
4332,28594.3,20,58,68.162.88.105,0.52.80.132,23/06/2020 14:21:10.267
4333,12684.3,9,118,161.34.126.141,74.62.102.14,23/06/2020 14:21:12.019
4334,22863.2,16,37,41.86.213.91,17.30.10.63,23/06/2020 14:21:14.792
4335,7042.0,5,63,183.179.206.54,74.62.102.14,23/06/2020 14:21:16.561
4336,19783.3,14,30,105.136.171.198,138.201.175.201,23/06/2020 14:21:17.451
4337,16735.6,12,141,215.171.129.185,184.60.164.241,23/06/2020 14:21:25.458
4338,27663.7,19,67,162.47.42.5,244.224.23.233,23/06/2020 14:21:26.499
4339,9507.5,7,111,184.60.164.241,115.241.183.104,23/06/2020 14:21:26.773
4340,17854.6,12,131,53.210.106.172,186.131.182.81,23/06/2020 14:21:29.614
4341,14679.1,10,29,67.235.112.122,253.33.218.82,23/06/2020 14:21:31.209
4342,18113.3,13,19,74.62.102.14,181.186.159.214,23/06/2020 14:21:31.689
4343,15574.5,11,99,48.161.226.29,175.211.32.50,23/06/2020 14:21:36.836
4344,22892.9,16,126,197.68.7.118,146.201.140.212,23/06/2020 14:21:40.421
4345,16388.1,11,72,123.251.76.200,50.90.73.233,23/06/2020 14:21:40.434
4346,17148.7,12,21,181.186.159.214,0.52.80.132,23/06/2020 14:21:41.355
4347,5724.4,4,66,117.200.229.211,124.103.27.6,23/06/2020 14:21:42.437
4348,12197.2,9,56,79.8.150.240,86.204.47.43,23/06/2020 14:21:42.940
4349,7523.8,6,136,212.108.45.63,161.34.126.141,23/06/2020 14:21:45.101
4350,13352.2,9,2,48.161.226.29,133.6.97.181,23/06/2020 14:21:45.636
4351,13797.0,10,93,230.234.44.52,61.223.103.109,23/06/2020 14:21:52.962
4352,28343.7,19,37,18.61.83.207,131.74.182.251,23/06/2020 14:21:54.957
4353,5515.0,4,9,169.32.8.214,127.15.162.97,23/06/2020 14:21:55.916
4354,26627.5,18,67,212.108.45.63,169.32.8.214,23/06/2020 14:21:57.649
4355,1864.2,2,94,183.179.206.54,50.90.73.233,23/06/2020 14:21:58.286
4356,23417.9,16,81,162.47.42.5,48.161.226.29,23/06/2020 14:21:59.755
4357,27205.2,19,27,112.86.153.42,140.153.231.187,23/06/2020 14:22:00.863
4358,27185.2,19,23,215.171.129.185,45.122.229.55,23/06/2020 14:22:03.151
4359,16300.3,11,93,146.201.140.212,225.169.29.28,23/06/2020 14:22:07.907
4360,20642.4,14,87,181.186.159.214,112.175.86.198,23/06/2020 14:22:13.273
4361,18011.5,13,134,225.169.29.28,61.218.104.79,23/06/2020 14:22:14.254
4362,21538.6,15,11,22.30.66.91,5.131.18.115,23/06/2020 14:22:14.649
4363,28043.5,19,94,119.251.127.31,230.234.44.52,23/06/2020 14:22:15.925
4364,8854.3,6,57,86.230.21.130,14.10.100.243,23/06/2020 14:22:18.177
4365,15199.8,11,100,83.6.65.33,16.94.184.236,23/06/2020 14:22:21.765
4366,9206.8,7,138,94.70.161.139,20.87.162.15,23/06/2020 14:22:21.980
4367,19495.3,13,71,45.122.229.55,14.10.100.243,23/06/2020 14:22:22.939
4368,19263.6,13,98,61.223.103.109,186.131.182.81,23/06/2020 14:22:31.649
4369,18139.0,13,57,70.159.11.91,188.92.32.31,23/06/2020 14:22:31.757
4370,19648.6,14,77,86.204.47.43,61.223.103.109,23/06/2020 14:22:36.044
4371,3051.6,3,103,86.204.47.43,197.68.7.118,23/06/2020 14:22:36.374
4372,19968.4,14,85,133.246.120.133,57.40.207.108,23/06/2020 14:22:36.868
4373,17367.9,12,97,206.193.219.233,22.30.66.91,23/06/2020 14:22:37.619
4374,28714.5,20,118,140.177.30.220,135.212.155.161,23/06/2020 14:22:39.096
4375,7876.8,6,116,134.28.37.182,169.32.8.214,23/06/2020 14:22:43.673
4376,22576.5,16,83,61.147.76.157,228.51.158.175,23/06/2020 14:22:48.824
4377,2139.7,2,39,191.128.220.22,123.251.76.200,23/06/2020 14:22:51.761
4378,4001.8,3,113,123.251.76.200,20.87.162.15,23/06/2020 14:22:52.000
4379,15260.1,11,11,133.172.176.33,134.151.169.33,23/06/2020 14:22:57.843
4380,10511.1,8,111,131.74.182.251,50.90.73.233,23/06/2020 14:22:59.308
4381,19825.3,14,28,99.164.233.210,156.255.220.153,23/06/2020 14:22:59.861
4382,24770.6,17,9,225.169.29.28,74.62.102.14,23/06/2020 14:23:00.889
4383,22230.0,15,97,162.5.231.172,166.186.61.60,23/06/2020 14:23:02.560
4384,14083.6,10,20,6.234.229.133,48.161.226.29,23/06/2020 14:23:04.732
4385,23950.3,16,45,127.15.162.97,14.10.100.243,23/06/2020 14:23:08.197
4386,4504.6,4,32,186.131.182.81,140.177.30.220,23/06/2020 14:23:09.900
4387,22950.2,16,114,14.10.100.243,119.251.127.31,23/06/2020 14:23:10.372
4388,19031.6,13,59,214.215.93.187,135.212.155.161,23/06/2020 14:23:12.836
4389,1719.7,2,40,156.255.220.153,92.237.81.13,23/06/2020 14:23:15.171
4390,8398.9,6,98,6.231.251.83,14.10.100.243,23/06/2020 14:23:16.619
4391,21759.4,15,46,5.131.18.115,74.62.102.14,23/06/2020 14:23:20.001
4392,4145.7,3,65,16.94.184.236,161.34.126.141,23/06/2020 14:23:22.232
4393,28432.8,19,32,80.47.65.68,74.62.102.14,23/06/2020 14:23:24.501
4394,20005.6,14,109,212.18.213.174,133.6.97.181,23/06/2020 14:23:30.895
4395,20084.7,14,107,183.179.206.54,112.175.86.198,23/06/2020 14:23:34.335
4396,13351.3,9,117,92.0.195.106,76.216.63.223,23/06/2020 14:23:34.590
4397,22049.0,15,90,6.234.229.133,94.70.161.139,23/06/2020 14:23:38.020
4398,29743.9,20,118,181.186.159.214,117.200.229.211,23/06/2020 14:23:41.432
4399,16673.9,12,134,169.32.8.214,57.40.207.108,23/06/2020 14:23:41.668
4400,24905.9,17,98,140.177.30.220,225.169.29.28,23/06/2020 14:23:43.160
4401,18796.3,13,78,80.47.65.68,99.164.233.210,23/06/2020 14:23:44.259
4402,21984.9,15,131,124.103.27.6,96.214.68.75,23/06/2020 14:23:51.880
4403,5151.3,4,67,6.231.251.83,41.86.213.91,23/06/2020 14:23:52.044
4404,11834.1,8,22,112.175.86.198,0.216.106.112,23/06/2020 14:23:53.097
4405,18233.1,13,38,135.212.155.161,124.103.27.6,23/06/2020 14:23:55.118
4406,8785.0,6,55,86.208.209.198,124.103.27.6,23/06/2020 14:23:59.217
4407,8596.0,6,38,104.192.155.115,169.32.8.214,23/06/2020 14:24:00.921
4408,27917.1,19,23,140.153.231.187,22.30.66.91,23/06/2020 14:24:00.942
4409,19352.4,13,130,253.33.218.82,117.200.229.211,23/06/2020 14:24:01.955
4410,18915.4,13,100,212.18.213.174,5.131.18.115,23/06/2020 14:24:05.230
4411,17646.7,12,107,76.216.63.223,0.52.80.132,23/06/2020 14:24:08.301
4412,17737.3,12,19,92.143.53.124,0.216.106.112,23/06/2020 14:24:12.281
4413,5701.3,4,73,104.192.155.115,5.131.18.115,23/06/2020 14:24:13.124
4414,1797.7,2,131,214.215.93.187,207.154.241.18,23/06/2020 14:24:13.363
4415,7937.2,6,34,138.201.175.201,186.131.182.81,23/06/2020 14:24:15.834
4416,9291.0,7,66,212.18.213.174,92.237.81.13,23/06/2020 14:24:18.700
4417,3578.9,3,95,14.10.100.243,104.192.155.115,23/06/2020 14:24:18.755
4418,18254.7,13,53,61.21.240.187,119.251.127.31,23/06/2020 14:24:19.983
4419,6461.6,5,72,20.87.162.15,0.52.80.132,23/06/2020 14:24:22.562
4420,23614.9,16,135,117.75.31.227,80.47.65.68,23/06/2020 14:24:24.164
4421,19719.6,14,56,249.235.45.130,140.177.30.220,23/06/2020 14:24:26.721
4422,3399.4,3,82,94.70.161.139,74.62.102.14,23/06/2020 14:24:27.175
4423,20114.6,14,25,215.171.129.185,124.103.27.6,23/06/2020 14:24:27.976
4424,13261.0,9,35,222.175.114.98,228.51.158.175,23/06/2020 14:24:34.406
4425,15122.8,11,142,166.186.61.60,105.136.171.198,23/06/2020 14:24:35.596
4426,10252.5,7,40,76.216.63.223,117.200.229.211,23/06/2020 14:24:39.322
4427,10557.8,8,132,6.231.251.83,140.153.231.187,23/06/2020 14:24:42.408
4428,4307.2,3,24,212.108.45.63,23.158.254.254,23/06/2020 14:24:47.413
4429,4396.3,3,51,45.122.229.55,161.34.126.141,23/06/2020 14:24:47.646
4430,23852.5,16,18,53.210.106.172,80.47.65.68,23/06/2020 14:24:56.642
4431,13351.6,9,142,86.230.21.130,207.154.241.18,23/06/2020 14:24:57.641
4432,14653.8,10,35,243.116.233.38,92.237.81.13,23/06/2020 14:25:00.888
4433,27903.7,19,13,70.159.11.91,74.62.102.14,23/06/2020 14:25:01.354
4434,14413.8,10,62,79.8.150.240,246.35.22.222,23/06/2020 14:25:02.934
4435,11661.4,8,102,244.224.23.233,226.175.87.1,23/06/2020 14:25:03.548
4436,25242.9,17,27,50.90.73.233,156.255.220.153,23/06/2020 14:25:04.704
4437,6622.8,5,138,123.251.76.200,131.74.182.251,23/06/2020 14:25:06.648
4438,7269.9,5,63,146.201.140.212,20.87.162.15,23/06/2020 14:25:07.373
4439,5382.0,4,79,175.140.77.98,70.159.11.91,23/06/2020 14:25:07.919
4440,16203.9,11,18,62.188.156.237,162.5.231.172,23/06/2020 14:25:08.710
