,bytes,packets,protocol,sourceIP,Destination IP,timestamp
2801,10809.0,8,114,11.130.77.203,158.19.1.251,2020-06-23 13:15:18.730
2802,28591.2,20,15,200.226.103.46,94.91.53.68,2020-06-23 13:15:19.121
2803,4337.1,3,45,38.116.137.106,10.244.61.211,2020-06-23 13:15:24.081
2804,9745.1,7,115,110.200.246.46,156.33.100.86,2020-06-23 13:15:32.082
2805,21288.6,15,79,108.87.13.40,240.101.105.147,2020-06-23 13:15:38.332
2806,4729.5,4,131,116.71.226.146,193.85.92.243,2020-06-23 13:15:38.381
2807,20314.1,14,41,215.49.150.203,224.80.11.66,2020-06-23 13:15:40.141
2808,15243.4,11,75,137.205.235.171,10.116.178.19,2020-06-23 13:15:40.609
2809,24457.2,17,109,9.188.142.2,252.95.225.194,2020-06-23 13:15:43.562
2810,12784.8,9,20,78.44.101.204,36.72.28.166,2020-06-23 13:15:43.604
2811,10014.9,7,57,35.220.50.152,96.37.224.156,2020-06-23 13:15:45.176
2812,3357.4,3,76,118.56.202.166,88.229.99.175,2020-06-23 13:15:49.200
2813,22403.7,15,65,224.65.193.100,137.124.178.83,2020-06-23 13:15:49.674
2814,23413.0,16,60,7.96.37.45,67.136.211.1,2020-06-23 13:15:49.701
2815,6825.7,5,84,32.31.19.166,107.204.120.142,2020-06-23 13:15:51.145
2816,3829.4,3,28,239.57.116.224,53.43.50.21,2020-06-23 13:15:54.586
2817,8296.8,6,28,27.114.255.211,57.172.116.125,2020-06-23 13:15:55.970
2818,11116.0,8,91,33.7.2.100,33.155.120.131,2020-06-23 13:16:01.381
2819,12003.8,9,128,237.95.13.243,92.42.198.148,2020-06-23 13:16:05.589
2820,20170.1,14,17,209.126.79.71,151.141.20.190,2020-06-23 13:16:14.768
2821,15265.5,11,93,99.185.92.71,249.126.149.93,2020-06-23 13:16:16.688
2822,21204.3,15,64,177.36.190.71,54.245.195.35,2020-06-23 13:16:19.266
2823,18225.7,13,12,213.191.252.74,97.131.241.25,2020-06-23 13:16:21.293
2824,2741.8,2,65,36.165.63.94,128.48.73.184,2020-06-23 13:16:26.102
2825,19802.3,14,24,123.164.52.28,178.196.137.37,2020-06-23 13:16:26.246
2826,21285.1,15,32,233.132.37.168,241.20.233.183,2020-06-23 13:16:28.658
2827,2518.8,2,42,176.154.65.38,176.31.110.105,2020-06-23 13:16:30.866
2828,16383.0,11,94,140.48.111.250,223.170.232.9,2020-06-23 13:16:34.342
2829,25089.6,17,106,170.220.151.203,146.207.156.115,2020-06-23 13:16:35.269
2830,5482.7,4,119,253.242.209.63,98.116.61.157,2020-06-23 13:16:38.020
2831,8788.2,6,3,158.207.52.71,126.63.152.140,2020-06-23 13:16:39.888
2832,27134.4,19,51,82.177.223.135,120.231.44.241,2020-06-23 13:16:41.401
2833,23384.3,16,96,144.112.253.88,163.132.87.176,2020-06-23 13:16:45.037
2834,8495.6,6,103,47.170.171.166,175.61.31.3,2020-06-23 13:16:47.004
2835,25323.4,17,8,18.38.195.129,230.187.27.164,2020-06-23 13:16:48.783
2836,28747.6,20,18,174.94.90.210,254.20.56.143,2020-06-23 13:16:50.943
2837,2364.7,2,25,55.165.127.81,42.241.151.75,2020-06-23 13:16:55.672
2838,20846.8,14,21,190.143.138.201,124.203.225.66,2020-06-23 13:16:56.476
2839,11457.8,8,32,93.103.238.231,128.175.27.38,2020-06-23 13:16:57.559
2840,15024.5,11,119,122.1.210.207,235.36.115.158,2020-06-23 13:17:00.357
2841,22672.3,16,4,55.193.180.252,7.49.136.68,2020-06-23 13:17:01.473
2842,27483.5,19,124,4.49.92.204,29.34.15.68,2020-06-23 13:17:03.269
2843,8745.1,6,26,34.28.40.171,204.139.158.5,2020-06-23 13:17:04.194
2844,21674.0,15,64,208.117.134.87,66.171.153.128,2020-06-23 13:17:04.645
2845,7982.0,6,54,248.166.18.97,157.98.229.120,2020-06-23 13:17:16.187
2846,20938.9,14,125,1.61.84.132,241.222.228.191,2020-06-23 13:17:20.888
2847,12984.8,9,132,218.49.175.23,109.252.50.30,2020-06-23 13:17:25.010
2848,9356.3,7,46,197.138.13.61,216.24.141.35,2020-06-23 13:17:25.630
2849,11715.7,8,91,97.183.107.0,140.142.78.140,2020-06-23 13:17:25.666
2850,8012.8,6,73,178.89.249.157,168.58.67.3,2020-06-23 13:17:26.573
2851,19890.6,14,104,124.47.52.100,138.118.73.208,2020-06-23 13:17:26.951
2852,25356.5,17,31,101.119.50.144,124.159.7.197,2020-06-23 13:17:28.553
2853,15567.6,11,141,95.183.76.187,50.237.20.112,2020-06-23 13:17:29.977
2854,24632.7,17,136,248.123.74.11,230.94.169.26,2020-06-23 13:17:37.165
2855,20794.5,14,74,123.242.169.64,123.92.194.255,2020-06-23 13:17:38.016
2856,23134.1,16,107,125.24.21.75,50.52.207.86,2020-06-23 13:17:41.294
2857,3761.1,3,66,114.2.194.15,174.136.198.141,2020-06-23 13:17:41.952
2858,3683.8,3,75,97.47.251.244,97.185.216.143,2020-06-23 13:17:43.612
2859,14191.6,10,89,195.171.69.230,166.211.132.118,2020-06-23 13:17:45.271
2860,11325.1,8,121,133.44.106.59,174.31.197.99,2020-06-23 13:17:47.817
2861,16276.9,11,116,83.101.193.119,160.217.73.60,2020-06-23 13:17:59.259
2862,8495.0,6,36,96.60.170.231,66.249.180.197,2020-06-23 13:18:02.527
2863,1985.0,2,4,57.253.170.210,111.78.241.184,2020-06-23 13:18:02.910
2864,23300.9,16,108,161.189.30.197,236.217.74.123,2020-06-23 13:18:08.700
2865,3190.2,3,97,51.62.215.145,177.33.128.89,2020-06-23 13:18:10.013
2866,5345.8,4,80,212.127.237.237,197.9.228.65,2020-06-23 13:18:15.502
2867,9358.5,7,79,117.46.16.155,47.145.169.154,2020-06-23 13:18:18.119
2868,28782.3,20,23,66.119.226.138,14.110.224.193,2020-06-23 13:18:19.119
2869,13362.3,9,68,242.30.235.75,226.133.162.127,2020-06-23 13:18:25.920
2870,19541.0,14,106,168.214.142.11,71.39.51.82,2020-06-23 13:18:27.984
2871,4829.8,4,62,191.156.98.140,59.219.81.156,2020-06-23 13:18:29.623
2872,3437.1,3,105,151.73.165.51,175.78.0.45,2020-06-23 13:18:30.041
2873,8667.8,6,53,222.117.49.49,44.213.61.98,2020-06-23 13:18:32.057
2874,23532.5,16,117,244.58.10.37,36.191.73.50,2020-06-23 13:18:33.261
2875,8282.1,6,81,128.25.43.189,173.244.121.59,2020-06-23 13:18:34.611
2876,25831.7,18,76,176.148.32.251,140.173.136.40,2020-06-23 13:18:42.509
2877,20982.4,14,14,240.2.182.170,222.59.95.8,2020-06-23 13:18:44.272
2878,21396.0,15,136,169.153.147.118,83.184.185.19,2020-06-23 13:18:48.747
2879,7677.1,6,72,113.77.5.166,200.219.39.214,2020-06-23 13:18:52.396
2880,25383.0,17,87,235.129.195.63,169.184.5.86,2020-06-23 13:18:52.663
2881,11622.7,8,66,255.72.192.121,184.176.109.48,2020-06-23 13:18:53.760
2882,25975.9,18,28,143.10.106.104,91.232.33.65,2020-06-23 13:18:57.197
2883,17507.7,12,140,65.48.71.65,120.65.235.67,2020-06-23 13:18:59.769
2884,25643.9,18,2,43.80.208.169,251.72.78.166,2020-06-23 13:19:03.532
2885,22127.1,15,76,70.144.194.106,120.217.144.218,2020-06-23 13:19:03.739
2886,29877.9,20,55,252.242.67.87,178.195.33.148,2020-06-23 13:19:04.473
2887,6614.7,5,124,83.255.214.152,134.45.126.144,2020-06-23 13:19:08.693
2888,17544.1,12,11,82.3.149.42,232.51.0.203,2020-06-23 13:19:10.004
2889,21667.4,15,60,119.147.176.194,108.55.201.206,2020-06-23 13:19:14.404
2890,12891.3,9,26,148.129.255.54,220.4.131.9,2020-06-23 13:19:14.514
2891,27869.3,19,33,99.135.234.70,38.94.17.219,2020-06-23 13:19:18.807
2892,19477.0,13,13,38.237.124.138,0.143.71.84,2020-06-23 13:19:24.299
2893,13023.2,9,15,200.219.39.214,251.216.68.149,2020-06-23 13:19:38.278
2894,26095.3,18,106,159.190.197.25,132.210.164.237,2020-06-23 13:19:38.583
2895,20862.8,14,2,20.124.32.210,85.19.40.158,2020-06-23 13:19:38.837
2896,10024.9,7,112,17.74.168.229,230.182.53.151,2020-06-23 13:19:39.108
2897,29204.8,20,96,146.16.204.146,41.92.40.47,2020-06-23 13:19:41.339
2898,28203.1,19,73,3.238.214.44,53.185.13.14,2020-06-23 13:19:41.736
2899,6724.5,5,86,210.11.217.189,116.87.183.38,2020-06-23 13:19:49.273
2900,17288.9,12,57,233.21.46.153,183.255.43.160,2020-06-23 13:19:50.229
2901,11297.9,8,82,80.43.115.228,43.155.33.134,2020-06-23 13:19:50.964
2902,26330.7,18,134,12.135.232.102,224.23.79.247,2020-06-23 13:19:52.186
2903,1967.7,2,66,74.101.156.65,67.18.151.100,2020-06-23 13:19:52.918
2904,18995.2,13,30,210.172.184.89,165.168.41.162,2020-06-23 13:19:56.466
2905,7054.2,5,111,123.92.194.255,129.3.64.241,2020-06-23 13:19:58.132
2906,22970.3,16,47,28.221.102.254,36.62.60.73,2020-06-23 13:20:00.844
2907,28490.6,19,66,47.140.131.102,150.62.24.193,2020-06-23 13:20:03.003
2908,17800.9,12,35,200.191.10.39,224.130.221.234,2020-06-23 13:20:06.761
2909,5107.4,4,113,116.77.120.131,56.227.163.203,2020-06-23 13:20:12.289
2910,16899.2,12,75,150.199.212.216,177.63.236.169,2020-06-23 13:20:17.029
2911,29636.7,20,118,47.43.2.77,24.40.41.42,2020-06-23 13:20:22.150
2912,25409.5,17,136,25.163.246.2,17.54.198.106,2020-06-23 13:20:24.981
2913,18862.0,13,49,114.248.5.109,230.221.147.192,2020-06-23 13:20:26.607
2914,26707.1,18,68,54.227.169.20,22.168.27.23,2020-06-23 13:20:32.980
2915,19666.5,14,140,138.156.128.4,187.17.197.128,2020-06-23 13:20:33.276
2916,6502.1,5,111,160.206.254.67,247.81.113.73,2020-06-23 13:20:34.775
2917,7982.1,6,136,153.176.153.171,201.134.62.18,2020-06-23 13:20:35.807
2918,22537.3,16,143,187.241.14.4,184.84.126.93,2020-06-23 13:20:36.218
2919,3605.1,3,92,253.54.182.86,225.66.85.81,2020-06-23 13:20:41.024
2920,9161.3,7,99,124.236.186.68,125.143.244.177,2020-06-23 13:20:45.774
2921,19198.6,13,74,90.190.231.109,179.30.178.130,2020-06-23 13:20:46.426
2922,18901.8,13,124,9.189.247.45,124.182.208.241,2020-06-23 13:20:47.666
2923,21068.4,15,15,95.161.248.120,22.33.86.117,2020-06-23 13:20:49.050
2924,20145.1,14,28,25.156.145.148,99.239.208.187,2020-06-23 13:20:52.528
2925,20070.8,14,120,45.43.170.63,77.3.195.174,2020-06-23 13:20:53.642
2926,10255.1,7,15,230.245.156.9,126.37.195.93,2020-06-23 13:20:56.437
2927,10507.4,8,120,144.84.100.74,97.59.164.144,2020-06-23 13:20:58.463
2928,20941.5,14,9,239.181.224.43,23.211.154.91,2020-06-23 13:21:00.089
2929,11449.1,8,109,190.249.163.233,50.30.103.102,2020-06-23 13:21:00.729
2930,25942.3,18,124,88.18.124.15,24.207.133.195,2020-06-23 13:21:08.182
2931,2031.3,2,5,182.86.31.217,158.54.23.68,2020-06-23 13:21:10.844
2932,25621.6,18,94,235.36.115.158,120.154.33.118,2020-06-23 13:21:13.465
2933,26880.8,18,138,134.89.90.205,126.24.34.224,2020-06-23 13:21:17.871
2934,3694.6,3,17,143.118.151.157,161.150.98.234,2020-06-23 13:21:19.412
2935,20589.8,14,114,102.13.132.179,76.121.68.190,2020-06-23 13:21:22.515
2936,20936.7,14,123,203.251.155.206,99.35.116.145,2020-06-23 13:21:22.834
2937,14801.6,10,129,255.181.143.137,26.250.129.210,2020-06-23 13:21:27.881
2938,17442.2,12,3,97.86.95.36,123.71.27.26,2020-06-23 13:21:28.291
2939,2675.3,2,14,83.71.170.7,24.40.41.42,2020-06-23 13:21:30.186
2940,3301.1,3,2,49.22.111.9,253.33.64.160,2020-06-23 13:21:35.086
2941,8752.8,6,77,86.197.48.52,251.94.14.233,2020-06-23 13:21:37.657
2942,17732.0,12,19,136.77.59.169,217.242.189.51,2020-06-23 13:21:37.728
2943,15062.2,11,69,78.42.137.236,159.133.162.81,2020-06-23 13:21:37.900
2944,9279.2,7,11,172.126.41.214,251.94.14.233,2020-06-23 13:21:41.516
2945,14619.3,10,68,29.253.67.165,114.190.183.237,2020-06-23 13:21:44.407
2946,7287.2,5,62,94.66.1.106,53.154.98.184,2020-06-23 13:21:44.991
2947,24224.4,17,57,85.203.105.220,82.185.202.53,2020-06-23 13:21:48.886
2948,14569.8,10,51,38.154.251.242,19.123.69.129,2020-06-23 13:21:52.200
2949,29618.3,20,34,127.230.144.36,242.104.6.79,2020-06-23 13:21:52.501
2950,6533.9,5,82,12.145.132.98,51.102.48.212,2020-06-23 13:22:00.548
2951,15376.1,11,45,198.218.153.0,47.136.174.19,2020-06-23 13:22:02.401
2952,12722.6,9,139,192.214.143.44,46.126.17.193,2020-06-23 13:22:08.787
2953,25243.5,17,71,178.82.78.94,64.167.238.253,2020-06-23 13:22:10.485
2954,8078.1,6,104,14.46.43.80,6.220.126.201,2020-06-23 13:22:13.074
2955,15368.5,11,91,168.238.87.115,66.0.0.245,2020-06-23 13:22:16.942
2956,21534.4,15,71,166.156.87.44,109.116.43.191,2020-06-23 13:22:19.895
2957,24808.9,17,16,93.174.255.226,19.172.142.104,2020-06-23 13:22:22.130
2958,25140.9,17,92,151.231.142.229,139.103.51.126,2020-06-23 13:22:24.216
2959,19954.8,14,6,235.34.55.73,176.187.4.224,2020-06-23 13:22:27.150
2960,15006.0,11,121,14.96.226.179,217.125.195.254,2020-06-23 13:22:27.365
2961,5653.1,4,35,143.52.227.241,50.90.114.229,2020-06-23 13:22:29.205
2962,27040.6,19,63,51.176.245.9,180.210.8.170,2020-06-23 13:22:31.216
2963,9621.6,7,97,89.211.22.55,228.241.150.95,2020-06-23 13:22:31.885
2964,3938.7,3,2,185.36.54.123,185.89.247.35,2020-06-23 13:22:35.539
2965,9397.5,7,59,226.185.207.156,164.223.114.150,2020-06-23 13:22:43.560
2966,22939.3,16,87,166.147.168.105,162.79.143.21,2020-06-23 13:22:44.318
2967,4613.4,4,48,98.232.129.185,225.22.73.119,2020-06-23 13:22:45.894
2968,14740.9,10,124,216.29.195.6,46.61.138.204,2020-06-23 13:22:48.834
2969,29441.5,20,69,165.98.60.10,96.236.55.163,2020-06-23 13:22:53.878
2970,25776.9,18,134,140.185.198.223,46.154.88.163,2020-06-23 13:22:55.039
2971,20870.2,14,135,210.105.110.79,51.62.215.145,2020-06-23 13:22:55.694
2972,20928.4,14,136,172.171.222.175,248.225.69.250,2020-06-23 13:23:00.811
2973,23635.9,16,26,212.168.181.208,209.216.222.139,2020-06-23 13:23:02.594
2974,10029.8,7,48,105.254.148.194,228.241.150.95,2020-06-23 13:23:03.322
2975,17909.1,12,39,244.40.68.110,162.79.143.21,2020-06-23 13:23:04.220
2976,15859.5,11,113,139.16.185.123,222.148.78.248,2020-06-23 13:23:06.343
2977,5704.3,4,143,30.138.224.19,212.217.156.218,2020-06-23 13:23:06.773
2978,16926.3,12,122,47.52.174.197,192.68.56.72,2020-06-23 13:23:09.935
2979,2577.4,2,69,44.156.208.20,72.124.55.47,2020-06-23 13:23:10.636
2980,9942.2,7,4,225.139.232.86,146.178.213.49,2020-06-23 13:23:11.117
2981,25757.1,18,110,47.202.90.234,55.184.33.196,2020-06-23 13:23:18.151
2982,20080.5,14,47,46.144.212.211,250.171.132.162,2020-06-23 13:23:18.794
2983,13299.5,9,59,255.18.58.109,245.154.149.198,2020-06-23 13:23:27.945
2984,20718.3,14,3,36.87.225.242,253.96.54.204,2020-06-23 13:23:32.567
2985,29722.4,20,27,255.10.70.209,221.81.52.180,2020-06-23 13:23:34.985
2986,6952.9,5,75,23.200.201.22,18.212.195.172,2020-06-23 13:23:38.904
2987,23038.6,16,66,102.92.155.39,49.81.201.3,2020-06-23 13:23:44.352
2988,11520.7,8,118,113.246.136.214,232.190.87.164,2020-06-23 13:23:45.902
2989,13349.0,9,59,19.80.24.195,90.162.44.44,2020-06-23 13:23:48.126
2990,2861.1,2,138,6.168.37.181,39.78.254.113,2020-06-23 13:23:50.526
2991,3148.9,3,49,188.51.169.156,119.181.157.33,2020-06-23 13:23:51.201
2992,13961.2,10,114,29.24.76.73,120.146.19.248,2020-06-23 13:23:51.339
2993,13764.2,10,71,164.149.42.171,20.149.177.12,2020-06-23 13:23:53.518
2994,11046.9,8,70,206.189.57.31,90.23.35.236,2020-06-23 13:24:02.013
2995,9021.1,7,91,252.95.225.194,78.182.122.11,2020-06-23 13:24:02.693
2996,25010.7,17,126,39.34.20.255,63.53.101.50,2020-06-23 13:24:10.695
2997,29996.4,20,100,104.120.79.222,65.134.118.23,2020-06-23 13:24:10.720
2998,9732.1,7,61,101.187.37.202,225.118.184.244,2020-06-23 13:24:14.170
2999,25723.1,18,103,20.58.93.93,216.183.33.230,2020-06-23 13:24:22.586
3000,14438.2,10,4,148.105.149.175,201.159.172.170,2020-06-23 13:24:25.322
3001,20459.7,14,26,165.75.49.174,22.187.157.96,2020-06-23 13:24:28.148
3002,14811.3,10,12,239.180.164.163,188.104.119.169,2020-06-23 13:24:31.367
3003,28375.0,19,68,129.114.136.204,224.59.171.225,2020-06-23 13:24:32.144
3004,16536.8,12,26,249.45.123.1,197.223.72.191,2020-06-23 13:24:36.811
3005,10822.8,8,61,170.28.39.161,201.120.77.223,2020-06-23 13:24:37.487
3006,1688.6,2,57,247.81.113.73,59.209.3.218,2020-06-23 13:24:38.768
3007,11548.4,8,66,162.232.13.137,6.41.49.199,2020-06-23 13:24:42.595
3008,6522.3,5,119,129.144.103.136,144.18.161.153,2020-06-23 13:24:47.704
3009,24653.8,17,110,147.80.26.71,126.207.60.117,2020-06-23 13:24:50.036
3010,9748.6,7,130,194.253.223.175,13.164.28.91,2020-06-23 13:24:55.396
3011,5300.6,4,77,100.145.149.206,18.69.216.91,2020-06-23 13:24:56.764
3012,14904.0,10,37,118.63.189.84,255.31.36.160,2020-06-23 13:24:57.533
3013,3086.7,3,10,118.95.48.7,180.161.23.64,2020-06-23 13:24:58.550
3014,16864.8,12,49,205.66.115.16,54.145.73.15,2020-06-23 13:24:59.131
3015,26833.8,18,38,65.55.215.141,122.202.70.34,2020-06-23 13:24:59.135
3016,5773.3,4,82,173.87.201.9,16.243.48.21,2020-06-23 13:25:07.748
3017,2910.9,2,30,242.242.197.244,75.183.9.11,2020-06-23 13:25:07.933
3018,27700.7,19,98,112.170.111.198,248.191.186.36,2020-06-23 13:25:11.355
3019,22613.0,16,30,242.30.248.228,30.81.48.151,2020-06-23 13:25:15.910
3020,20007.4,14,87,220.58.211.242,116.62.40.165,2020-06-23 13:25:17.318
3021,7488.8,5,55,148.129.255.54,176.145.161.55,2020-06-23 13:25:18.166
3022,13919.0,10,115,21.68.153.7,121.1.22.101,2020-06-23 13:25:19.582
3023,7658.7,6,63,23.74.130.159,92.248.142.14,2020-06-23 13:25:20.224
3024,25799.7,18,8,114.209.45.39,11.90.146.39,2020-06-23 13:25:21.053
3025,8887.6,6,2,117.30.182.193,175.174.211.250,2020-06-23 13:25:21.925
3026,26334.5,18,24,91.152.47.227,36.79.161.135,2020-06-23 13:25:25.496
3027,20071.0,14,71,226.244.185.169,122.245.68.30,2020-06-23 13:25:28.876
3028,9718.1,7,119,211.195.160.155,244.179.228.47,2020-06-23 13:25:32.500
3029,17861.5,12,38,155.93.99.95,102.7.169.252,2020-06-23 13:25:34.695
3030,10768.8,8,130,81.93.78.176,152.3.208.41,2020-06-23 13:25:35.159
3031,13338.4,9,53,118.2.13.15,58.186.120.240,2020-06-23 13:25:37.386
3032,6341.2,5,86,5.167.79.236,118.221.224.191,2020-06-23 13:25:37.482
3033,24388.7,17,53,167.25.229.37,197.78.64.81,2020-06-23 13:25:38.876
3034,20390.9,14,138,54.231.205.22,38.176.120.252,2020-06-23 13:25:44.521
3035,24781.9,17,140,35.46.93.157,110.88.17.172,2020-06-23 13:25:45.186
3036,23410.1,16,136,209.235.187.215,233.213.46.238,2020-06-23 13:25:45.950
3037,7836.0,6,5,52.224.10.141,180.219.47.209,2020-06-23 13:25:50.148
3038,18692.1,13,44,230.45.180.159,22.26.181.71,2020-06-23 13:26:00.080
3039,20066.9,14,134,91.93.73.127,34.56.208.187,2020-06-23 13:26:02.266
3040,9782.4,7,2,61.33.123.48,228.240.121.111,2020-06-23 13:26:07.505
3041,11740.5,8,10,20.137.127.194,61.112.74.33,2020-06-23 13:26:10.020
3042,19395.3,13,47,48.131.188.154,119.29.5.21,2020-06-23 13:26:11.326
3043,24559.1,17,119,115.225.195.169,83.83.77.236,2020-06-23 13:26:15.470
3044,16142.0,11,138,241.249.99.165,165.91.27.252,2020-06-23 13:26:18.452
3045,7425.3,5,61,105.194.105.229,118.120.127.228,2020-06-23 13:26:18.680
3046,29068.6,20,35,221.22.42.206,98.85.22.106,2020-06-23 13:26:26.299
3047,14303.0,10,116,69.158.195.61,202.27.104.225,2020-06-23 13:26:29.125
3048,11745.5,8,133,5.61.56.59,132.217.59.184,2020-06-23 13:26:30.574
3049,26612.3,18,134,117.156.143.85,206.30.209.82,2020-06-23 13:26:33.177
3050,23182.1,16,12,85.190.102.100,57.24.211.113,2020-06-23 13:26:34.762
3051,16310.1,11,53,105.122.30.36,70.23.225.157,2020-06-23 13:26:41.261
3052,23169.4,16,55,158.28.27.132,36.42.76.163,2020-06-23 13:26:42.630
3053,16522.3,12,99,63.91.87.201,57.245.208.208,2020-06-23 13:26:44.667
3054,11285.4,8,137,67.224.197.82,73.86.225.127,2020-06-23 13:26:50.452
3055,25704.4,18,78,93.202.132.152,110.47.177.224,2020-06-23 13:26:52.789
3056,25975.6,18,6,117.252.229.207,198.82.48.252,2020-06-23 13:26:52.813
3057,20815.0,14,21,223.37.255.56,117.46.16.155,2020-06-23 13:26:53.707
3058,25834.1,18,117,125.144.151.169,227.226.31.251,2020-06-23 13:26:56.320
3059,3036.8,3,25,231.56.248.4,148.77.207.252,2020-06-23 13:26:56.489
3060,18482.5,13,45,251.89.226.69,216.237.2.83,2020-06-23 13:27:02.600
3061,3496.5,3,124,3.193.81.66,191.167.40.118,2020-06-23 13:27:04.170
3062,25212.8,17,24,221.129.85.178,149.220.247.79,2020-06-23 13:27:06.325
3063,17465.7,12,63,157.220.45.105,24.21.133.26,2020-06-23 13:27:09.777
3064,12578.6,9,3,252.137.155.237,52.57.173.64,2020-06-23 13:27:14.679
3065,11607.5,8,46,186.193.123.124,98.147.116.177,2020-06-23 13:27:19.009
3066,21639.3,15,110,10.64.122.190,214.229.1.140,2020-06-23 13:27:22.319
3067,21956.9,15,42,51.10.70.0,174.87.200.38,2020-06-23 13:27:23.854
3068,11934.1,8,140,186.64.111.166,201.195.185.164,2020-06-23 13:27:30.249
3069,16958.6,12,22,228.80.122.70,242.52.109.127,2020-06-23 13:27:32.062
3070,10069.0,7,5,14.26.243.101,172.223.135.248,2020-06-23 13:27:32.534
3071,17624.3,12,62,159.99.168.119,173.122.12.129,2020-06-23 13:27:33.540
3072,7912.3,6,135,126.79.57.34,15.18.106.87,2020-06-23 13:27:34.165
3073,15912.1,11,47,210.132.231.46,57.245.208.208,2020-06-23 13:27:34.208
3074,13705.8,10,17,86.7.249.167,82.247.128.64,2020-06-23 13:27:34.756
3075,24024.1,17,135,70.62.52.58,203.31.181.7,2020-06-23 13:27:38.000
3076,27108.6,19,31,223.85.13.50,190.249.163.233,2020-06-23 13:27:39.637
3077,21361.7,15,45,202.27.104.225,203.65.130.194,2020-06-23 13:27:43.324
3078,7908.2,6,117,53.101.23.20,171.172.14.26,2020-06-23 13:27:45.127
3079,14989.4,10,31,193.117.248.233,117.174.197.238,2020-06-23 13:27:47.167
3080,22890.7,16,4,152.50.137.133,224.6.95.99,2020-06-23 13:27:52.290
3081,10069.1,7,118,139.45.48.160,155.4.148.231,2020-06-23 13:27:58.759
3082,19317.6,13,86,81.51.252.78,37.58.207.31,2020-06-23 13:27:59.448
3083,21548.6,15,124,30.130.159.105,60.106.208.236,2020-06-23 13:28:03.911
3084,18815.1,13,91,64.220.134.200,172.51.170.86,2020-06-23 13:28:06.124
3085,24887.5,17,85,79.79.69.125,158.118.214.180,2020-06-23 13:28:10.163
3086,26706.1,18,38,224.85.79.80,172.23.200.98,2020-06-23 13:28:13.646
3087,9699.5,7,139,108.33.208.91,191.107.239.51,2020-06-23 13:28:14.638
3088,26326.9,18,128,87.90.170.46,21.12.231.77,2020-06-23 13:28:15.713
3089,18413.4,13,16,160.234.89.181,17.33.36.123,2020-06-23 13:28:17.767
3090,28670.0,20,34,195.17.95.236,50.101.99.121,2020-06-23 13:28:18.224
3091,29515.1,20,87,251.9.229.43,95.218.44.13,2020-06-23 13:28:24.452
3092,27272.9,19,113,181.159.254.89,18.180.246.90,2020-06-23 13:28:24.599
3093,17668.7,12,18,210.168.31.160,213.65.17.36,2020-06-23 13:28:25.196
3094,17261.5,12,117,241.98.208.135,47.12.123.114,2020-06-23 13:28:27.754
3095,28244.2,19,32,95.214.161.218,6.217.203.200,2020-06-23 13:28:28.257
3096,17279.6,12,37,162.143.250.226,71.61.244.232,2020-06-23 13:28:29.646
3097,20553.6,14,131,142.20.175.184,156.234.214.102,2020-06-23 13:28:33.913
3098,9587.0,7,25,238.39.66.52,203.238.220.38,2020-06-23 13:28:39.675
3099,15413.9,11,50,96.12.220.176,130.0.80.177,2020-06-23 13:28:40.596
3100,18900.5,13,6,55.81.163.173,132.93.52.145,2020-06-23 13:28:41.063
3101,11483.2,8,140,253.78.232.7,82.202.123.213,2020-06-23 13:28:42.449
3102,14482.9,10,41,106.205.39.86,57.144.208.68,2020-06-23 13:28:44.228
3103,19531.6,14,136,118.63.189.84,174.140.70.65,2020-06-23 13:28:57.318
3104,17626.7,12,59,200.98.184.133,181.14.49.168,2020-06-23 13:28:58.567
3105,29052.0,20,115,110.111.225.25,106.2.44.1,2020-06-23 13:28:59.191
3106,19279.8,13,10,206.194.131.95,169.222.21.95,2020-06-23 13:29:09.138
3107,23575.4,16,71,207.92.178.253,190.56.246.212,2020-06-23 13:29:13.329
3108,20573.5,14,125,205.243.128.112,198.40.186.11,2020-06-23 13:29:14.760
3109,1594.5,2,54,108.255.209.3,20.187.164.132,2020-06-23 13:29:18.491
3110,5646.2,4,17,90.39.105.22,188.179.118.29,2020-06-23 13:29:22.191
3111,14123.0,10,119,59.80.167.187,162.226.125.88,2020-06-23 13:29:23.101
3112,13642.1,10,14,111.209.190.203,162.118.170.86,2020-06-23 13:29:26.598
3113,27421.0,19,65,140.98.151.76,151.130.195.75,2020-06-23 13:29:27.513
3114,7420.1,5,47,231.111.175.254,142.223.120.152,2020-06-23 13:29:34.375
3115,3755.7,3,143,219.117.149.151,34.57.77.249,2020-06-23 13:29:35.461
3116,6253.6,5,75,110.61.137.203,129.183.40.15,2020-06-23 13:29:36.565
3117,6743.8,5,143,179.109.147.254,217.232.29.94,2020-06-23 13:29:36.574
3118,29899.1,20,18,203.69.85.149,174.251.13.90,2020-06-23 13:29:38.709
3119,13561.1,10,4,144.107.63.145,130.158.250.63,2020-06-23 13:29:41.156
3120,29322.3,20,13,141.209.95.71,29.215.49.35,2020-06-23 13:29:41.526
3121,7842.8,6,36,180.178.251.172,134.52.169.231,2020-06-23 13:29:44.257
3122,5648.8,4,90,43.32.249.201,21.83.35.78,2020-06-23 13:29:44.889
3123,5021.2,4,114,168.62.187.59,169.204.182.155,2020-06-23 13:29:51.560
3124,16647.0,12,130,146.152.221.213,157.227.89.86,2020-06-23 13:29:52.290
