,bytes,packets,protocol,source IP,source domain name,source port,destination IP,destination domain name,destination port,timestamp
566,21532.2,15,97,62.130.26.99,imaging.org,443,240.30.225.86,scienceabc.com,443,2020-06-23 11:23:36.461
567,20076.9,14,3,76.239.161.120,haiku-os.org,2027,17.101.93.156,488088g.com,4163,2020-06-23 11:23:36.853
568,3072.5,3,137,243.248.84.230,keeneeng.com,80,148.131.23.219,goochandhousego.com,443,2020-06-23 11:23:38.046
569,28000.0,19,85,138.25.44.180,521151.info,80,44.90.236.61,guestbookcentral.com,443,2020-06-23 11:23:40.005
570,9370.2,7,28,88.68.73.235,replicajerseysnfl.com,80,40.8.33.40,bupa.com,80,2020-06-23 11:23:43.247
571,23506.3,16,2,85.124.153.92,concordmedical.com,443,99.130.248.7,pillcost.space,443,2020-06-23 11:23:50.524
572,11455.1,8,62,199.155.58.82,mysteriesofcanada.com,443,236.244.105.67,freedom-leisure.co.uk,443,2020-06-23 11:23:52.386
573,3743.3,3,85,86.93.220.13,topadultreview.com,80,74.101.84.62,foodproductiondaily.com,80,2020-06-23 11:23:53.318
574,27108.2,19,100,84.40.94.69,wako.co.jp,80,126.128.213.156,everydaydesi.com,443,2020-06-23 11:23:56.723
575,13898.8,10,2,61.204.51.253,fjynp.icu,443,157.4.236.166,premierdevelopment.ru,80,2020-06-23 11:23:57.380
576,27538.6,19,8,105.49.16.103,tarimorman.gov.tr,80,121.187.74.8,potus.com,443,2020-06-23 11:24:00.556
577,23170.3,16,60,25.61.203.6,merrytomarry.ph,80,169.217.184.142,nhomkinhhoangphat.com,80,2020-06-23 11:24:00.787
578,27814.2,19,129,105.237.1.153,ziahs.com,443,134.72.119.210,xvidoes.site,443,2020-06-23 11:24:02.762
579,16960.2,12,109,74.101.84.62,foodproductiondaily.com,443,240.30.225.86,scienceabc.com,443,2020-06-23 11:24:03.944
580,21954.8,15,127,63.222.208.213,theblockcrypto.com,80,226.217.241.78,zuffa.biz,80,2020-06-23 11:24:09.976
581,26439.7,18,54,137.148.101.202,iwnsvg.com,443,200.218.173.47,space-blogs.com,80,2020-06-23 11:24:12.063
582,22561.6,16,37,20.243.166.229,coreldrawchina.com,80,175.176.130.14,wk-pharma.fr,1139,2020-06-23 11:24:14.275
583,26620.6,18,132,116.93.125.11,creditorhighway.net,80,44.90.236.61,guestbookcentral.com,80,2020-06-23 11:24:15.900
584,28174.5,19,57,5.14.245.218,cajasol.es,80,61.149.48.230,cntronics.com,443,2020-06-23 11:24:18.158
585,25052.7,17,90,62.130.26.99,imaging.org,443,229.127.172.186,lodoeshop.com,443,2020-06-23 11:24:24.427
586,7617.1,6,90,139.5.237.69,dperezphoto.com,443,116.9.207.196,lamanyana.cat,80,2020-06-23 11:24:33.040
587,15225.6,11,89,156.246.26.95,tanp.jp,443,178.45.43.72,channeladvisor.com,80,2020-06-23 11:24:33.663
588,5646.0,4,38,71.58.225.52,giipo.com,80,158.252.188.224,041c4aoq1DGA.com,514,2020-06-23 11:24:35.728
589,19961.9,14,134,237.197.45.157,8kok10n103DGA.com,443,83.246.59.217,acne.se,1710,2020-06-23 11:24:36.533
590,7553.2,6,52,89.101.69.98,immigrationforum.org,80,105.11.125.128,elebda3.com,80,2020-06-23 11:24:40.266
591,26274.9,18,69,242.30.104.243,demographix.com,443,54.133.151.123,gamestor.org,443,2020-06-23 11:24:40.918
592,20655.8,14,107,125.110.140.190,3fyie0tDGA.com,443,180.73.52.79,beautyriot.com,80,2020-06-23 11:24:46.117
593,19468.9,13,77,240.30.225.86,scienceabc.com,443,61.62.217.31,supersentai.com,443,2020-06-23 11:24:47.559
594,16976.7,12,133,231.203.210.166,tardigrad.website,80,132.128.57.17,ismarttiger.com,80,2020-06-23 11:24:50.695
595,27309.7,19,140,55.148.30.241,markbittman.com,6510,58.14.191.194,under-armour-stock.us,443,2020-06-23 11:24:52.512
596,19714.2,14,130,27.165.144.208,strechy-benesov.cz,1179,159.161.11.31,cashadvanceccet.com,80,2020-06-23 11:24:53.196
597,13220.6,9,41,23.248.178.38,infonews.com,80,123.135.198.60,2000888.com,80,2020-06-23 11:24:54.351
598,16303.4,11,3,235.91.228.128,produceforkids.com,80,248.19.227.120,articlecity.com,80,2020-06-23 11:24:56.937
599,26250.5,18,45,247.129.165.240,marinij.com,27442,126.187.86.220,ppzdravi.cz,443,2020-06-23 11:24:58.464
600,4468.4,3,102,248.19.227.120,articlecity.com,443,138.25.44.180,521151.info,80,2020-06-23 11:25:01.967
601,5668.1,4,43,123.202.110.30,jsltjl.cn,80,38.222.51.4,e5421.com,443,2020-06-23 11:25:04.428
602,15147.4,11,111,86.93.220.13,topadultreview.com,80,27.1.214.207,rinsetanksystems.net,582,2020-06-23 11:25:09.958
603,28005.1,19,72,115.194.75.3,vreme.com,7775,192.1.105.222,xpkpo.com.cn,80,2020-06-23 11:25:10.059
604,17676.0,12,114,66.165.198.83,k2mezzbgDGA.com,80,127.233.105.94,l4lcxr9ocdDGA.com,80,2020-06-23 11:25:16.960
605,17533.0,12,25,7.85.161.213,zwogo.icu,80,163.114.13.58,www-844440.com,80,2020-06-23 11:25:17.309
606,1849.4,2,28,18.12.24.123,tbevents.nl,80,49.196.11.53,meqxso.icu,6320,2020-06-23 11:25:25.636
607,15897.3,11,12,234.113.98.19,eugmbh.de,443,57.209.44.38,intertrustgroup.com,80,2020-06-23 11:25:28.051
608,9712.9,7,15,218.46.43.72,palominorv.com,80,123.35.166.98,51miaofang.com,3269,2020-06-23 11:25:28.192
609,24000.7,17,7,223.223.38.139,einam.com,443,182.147.34.8,chamospastry.com,443,2020-06-23 11:25:30.498
610,13605.6,10,22,18.12.24.123,tbevents.nl,443,238.200.17.199,hellocreativefamily.com,443,2020-06-23 11:25:32.428
611,15571.5,11,9,103.209.58.228,webnotions.com,443,185.225.190.1,qnamaker.ai,7394,2020-06-23 11:25:33.631
612,6499.1,5,100,119.245.51.28,neslihanaltunsoy.com,443,38.222.51.4,e5421.com,80,2020-06-23 11:25:34.941
613,16793.1,12,28,182.147.34.8,chamospastry.com,80,116.242.28.46,vanessavallely.com,3048,2020-06-23 11:25:38.419
614,11075.8,8,4,158.0.21.72,locanto.ca,80,255.184.21.184,hillspet.de,80,2020-06-23 11:25:39.660
615,23591.4,16,33,37.82.77.20,wineriesofniagaraonthelake.com,443,228.244.126.104,humanrightsnepal.org,3608,2020-06-23 11:25:41.959
616,15665.3,11,62,132.87.166.183,lolalo.info,443,46.43.37.48,jenspends.com,443,2020-06-23 11:25:42.311
617,21369.7,15,116,193.12.172.61,rushabhjackie.com,80,114.196.98.211,adulttagrugby.co.za,153,2020-06-23 11:25:44.363
618,17245.6,12,88,177.147.181.187,sting.co,6961,237.197.45.157,8kok10n103DGA.com,8471,2020-06-23 11:25:50.393
619,7976.0,6,61,208.81.255.39,019240.live,80,10.50.36.156,www-665661.com,2158,2020-06-23 11:25:51.210
620,4115.6,3,113,178.129.43.219,ecomexi.com.mx,80,107.223.184.49,vialogues.com,8912,2020-06-23 11:25:51.986
621,11063.1,8,72,134.22.90.251,dienstgezondheidjeugd.nl,80,229.168.203.2,lecolonialsf.com,443,2020-06-23 11:25:56.039
622,26140.4,18,135,76.81.110.179,vpsite.it,443,5.45.145.100,gzg2b.gov.cn,80,2020-06-23 11:25:57.252
623,16658.4,12,137,74.101.84.62,foodproductiondaily.com,80,0.110.105.236,ckokickboxing.com,443,2020-06-23 11:25:58.846
624,16313.0,11,19,5.52.80.70,dsjfaisalabad.gov.pk,80,61.243.224.156,thegamesedge.com,443,2020-06-23 11:26:00.217
625,26639.3,18,93,238.200.17.199,hellocreativefamily.com,443,240.215.191.113,toscanafantastica.com,443,2020-06-23 11:26:03.504
626,1575.1,2,116,236.244.105.67,freedom-leisure.co.uk,1817,242.30.104.243,demographix.com,443,2020-06-23 11:26:05.772
627,10807.7,8,91,113.51.66.212,educationtoronto.org,2197,228.244.126.104,humanrightsnepal.org,80,2020-06-23 11:26:07.398
628,7373.2,5,45,240.215.191.113,toscanafantastica.com,443,211.179.156.146,pandora-charms.us,443,2020-06-23 11:26:08.440
629,15064.2,11,117,0.110.105.236,ckokickboxing.com,80,161.253.96.252,maiqin.com,1313,2020-06-23 11:26:09.163
630,9559.5,7,36,18.12.24.123,tbevents.nl,443,56.44.159.226,lpgezut.cn,1574,2020-06-23 11:26:10.679
631,12976.5,9,80,83.246.59.217,acne.se,443,59.6.250.82,lifeofahomeschoolmom.com,443,2020-06-23 11:26:12.561
632,16385.9,11,142,19.72.247.31,cyvdd.icu,443,58.252.185.11,ibon.com.tw,443,2020-06-23 11:26:16.184
633,9886.1,7,101,185.156.54.161,trachtenshop.de,443,175.176.130.14,wk-pharma.fr,3411,2020-06-23 11:26:19.324
634,23590.7,16,73,132.87.166.183,lolalo.info,443,240.215.191.113,toscanafantastica.com,443,2020-06-23 11:26:19.857
635,2087.2,2,59,38.222.51.4,e5421.com,80,235.190.221.190,shimizubank.co.jp,80,2020-06-23 11:26:22.933
636,28815.4,20,92,182.170.28.25,nbty.gov.cn,80,89.101.69.98,immigrationforum.org,2744,2020-06-23 11:26:25.503
637,10471.2,7,114,228.244.126.104,humanrightsnepal.org,443,228.123.252.186,honda-indonesia.com,80,2020-06-23 11:26:26.475
638,18861.4,13,99,78.4.107.16,zorzettoivan.it,80,96.90.186.45,sptechcon.com,443,2020-06-23 11:26:30.064
639,29335.4,20,61,100.205.24.123,uggolx.nu,80,218.251.214.210,maxxis.co.uk,17219,2020-06-23 11:26:31.965
640,9916.7,7,13,37.156.204.131,cybirg.com,443,116.93.125.11,creditorhighway.net,80,2020-06-23 11:26:36.999
641,26092.7,18,36,5.45.145.100,gzg2b.gov.cn,443,5.14.245.218,cajasol.es,1387,2020-06-23 11:26:44.966
642,6122.4,5,58,71.56.147.195,yourboulder.com,443,46.43.37.48,jenspends.com,5429,2020-06-23 11:26:46.330
643,16469.9,11,7,116.153.31.19,astrium.com,443,205.50.200.106,noninewage.com,80,2020-06-23 11:26:48.153
644,2433.9,2,78,24.63.62.185,modavracha.com,80,116.54.43.230,franklincountyauditor.com,80,2020-06-23 11:26:50.269
645,13923.4,10,32,229.171.57.54,q7y7zcnikDGA.com,443,219.180.137.91,freeliveporn.fun,443,2020-06-23 11:26:50.661
646,21519.0,15,128,249.145.67.126,hsn.com,80,123.202.110.30,jsltjl.cn,443,2020-06-23 11:26:56.801
647,12046.7,9,140,38.222.51.4,e5421.com,1132,56.101.2.173,benefind.de,1753,2020-06-23 11:26:57.640
648,19025.3,13,141,224.127.138.66,vonistipikor.com,443,114.101.57.64,advancedrecoverysystems.com,80,2020-06-23 11:27:00.600
649,18528.1,13,25,218.46.43.72,palominorv.com,80,75.52.97.184,wotsit.org,80,2020-06-23 11:27:03.595
650,14738.6,10,137,243.236.103.245,rrk4mb72DGA.com,443,208.153.91.141,fastventure.co,443,2020-06-23 11:27:07.728
651,20120.3,14,10,26.243.181.172,americanagriculturist.com,80,74.101.84.62,foodproductiondaily.com,443,2020-06-23 11:27:12.083
652,13756.6,10,14,25.17.222.25,dtrm.de,443,158.148.100.193,zhongyutelecom.com,80,2020-06-23 11:27:13.935
653,4421.4,3,99,127.233.105.94,l4lcxr9ocdDGA.com,80,28.81.69.0,billigekreditesuche.top,80,2020-06-23 11:27:16.220
654,14636.9,10,136,240.28.44.208,gmatpill.com,80,61.243.224.156,thegamesedge.com,80,2020-06-23 11:27:18.980
655,9417.7,7,44,97.157.246.1,cartermuseum.org,443,5.45.145.100,gzg2b.gov.cn,80,2020-06-23 11:27:21.849
656,15668.5,11,88,126.187.86.220,ppzdravi.cz,80,222.126.9.211,podzamcze-dobczyce.pl,443,2020-06-23 11:27:22.211
657,25953.4,18,98,49.196.11.53,meqxso.icu,80,193.237.131.241,rivercruiseadvisor.com,80,2020-06-23 11:27:22.943
658,15581.1,11,108,103.209.58.228,webnotions.com,3055,154.216.43.146,remakelearning.org,443,2020-06-23 11:27:25.778
659,16640.2,12,0,114.101.57.64,advancedrecoverysystems.com,5769,145.195.220.213,dudescience.net,80,2020-06-23 11:27:26.322
660,18249.3,13,53,193.237.131.241,rivercruiseadvisor.com,3328,161.253.96.252,maiqin.com,80,2020-06-23 11:27:28.998
661,10110.2,7,94,37.156.204.131,cybirg.com,4737,23.248.178.38,infonews.com,443,2020-06-23 11:27:30.246
662,15053.9,11,89,30.107.69.174,jpn.org,1175,123.202.110.30,jsltjl.cn,101,2020-06-23 11:27:35.887
663,10754.2,8,74,244.11.195.71,urgeschmack.de,443,148.35.167.230,redbarrelsgames.com,8153,2020-06-23 11:27:40.152
664,5012.8,4,75,167.9.103.21,blogup.com,443,204.78.122.122,goole.com,80,2020-06-23 11:27:42.782
665,3547.0,3,141,146.195.69.249,fkt63.ru,356,104.183.37.155,shockofthenew.com,80,2020-06-23 11:27:44.827
666,25380.1,17,117,157.208.129.123,yankeemagazine.com,80,107.223.184.49,vialogues.com,443,2020-06-23 11:27:45.919
667,14702.7,10,93,225.114.216.213,truefoodnow.org,80,197.60.98.41,tv7.kz,443,2020-06-23 11:27:51.138
668,13681.8,10,23,185.225.190.1,qnamaker.ai,80,70.13.12.131,lfpicc.com,443,2020-06-23 11:27:56.076
669,20590.9,14,52,164.158.98.33,coin-hive.com,80,204.141.175.79,134533.live,1589,2020-06-23 11:27:56.870
670,19849.3,14,142,178.45.43.72,channeladvisor.com,80,89.69.59.130,mirf.ru,1772,2020-06-23 11:27:57.357
671,5146.0,4,35,133.134.178.49,uniekbo.nl,443,75.52.97.184,wotsit.org,443,2020-06-23 11:27:57.679
672,6300.8,5,78,10.50.36.156,www-665661.com,80,26.243.181.172,americanagriculturist.com,443,2020-06-23 11:28:05.265
673,17764.9,12,112,15.245.202.134,gztymy.com,443,193.58.73.163,sexandthewhitecity.com,443,2020-06-23 11:28:09.337
674,14134.3,10,105,5.14.245.218,cajasol.es,80,176.16.1.25,pinardelajuliana.org,5162,2020-06-23 11:28:09.387
675,5411.4,4,89,154.216.43.146,remakelearning.org,3825,156.12.173.72,postpartum.org,754,2020-06-23 11:28:10.336
676,8285.2,6,134,125.166.235.8,ziffdavisinternet.com,1259,25.61.203.6,merrytomarry.ph,8009,2020-06-23 11:28:15.645
677,14982.6,10,15,157.183.126.119,thehealthynfit.com,443,157.4.236.166,premierdevelopment.ru,80,2020-06-23 11:28:21.048
678,11876.6,8,46,227.76.125.52,bosshoss.com,3851,61.204.51.253,fjynp.icu,443,2020-06-23 11:28:21.198
679,9379.2,7,34,158.148.100.193,zhongyutelecom.com,443,116.9.207.196,lamanyana.cat,80,2020-06-23 11:28:23.272
680,11638.4,8,83,241.190.108.171,fxp.co.il,443,172.21.17.158,fesflowers.com,80,2020-06-23 11:28:33.147
681,25008.8,17,73,83.246.59.217,acne.se,443,211.179.156.146,pandora-charms.us,3011,2020-06-23 11:28:33.562
682,8256.2,6,64,126.9.131.143,mycoursehelp.com,443,133.134.178.49,uniekbo.nl,13224,2020-06-23 11:28:36.504
683,23913.6,16,33,158.0.21.72,locanto.ca,80,251.117.134.167,dcvkt.icu,80,2020-06-23 11:28:38.245
684,27417.0,19,123,194.216.190.141,captharry.com,443,225.114.216.213,truefoodnow.org,443,2020-06-23 11:28:39.480
685,11571.5,8,99,215.23.46.142,myyosemitepark.com,80,3.31.169.23,saftysign.ir,80,2020-06-23 11:28:40.992
686,25344.1,17,80,222.126.9.211,podzamcze-dobczyce.pl,443,229.171.57.54,q7y7zcnikDGA.com,19540,2020-06-23 11:28:41.108
687,21992.4,15,95,63.222.208.213,theblockcrypto.com,443,46.157.123.211,jeancoutu.com,80,2020-06-23 11:28:41.925
688,28409.7,19,108,67.36.109.169,blablacar.nl,1880,251.117.134.167,dcvkt.icu,1965,2020-06-23 11:28:41.939
689,15176.1,11,55,58.252.185.11,ibon.com.tw,80,20.243.166.229,coreldrawchina.com,1516,2020-06-23 11:28:47.917
690,22913.9,16,38,44.90.236.61,guestbookcentral.com,443,128.134.199.115,sillapa.net,443,2020-06-23 11:28:48.160
691,24678.8,17,65,58.14.191.194,under-armour-stock.us,80,218.134.155.101,rockfordfosgate.biz,80,2020-06-23 11:28:48.531
692,27223.9,19,34,27.165.144.208,strechy-benesov.cz,443,61.149.48.230,cntronics.com,80,2020-06-23 11:28:48.594
693,19218.1,13,41,118.253.152.82,justamir.com,443,196.162.11.225,jingbu.cn,80,2020-06-23 11:28:57.390
694,2166.3,2,100,143.135.152.193,securenet.net,80,188.5.161.198,tjaf.com.cn,2062,2020-06-23 11:28:58.477
695,13222.7,9,127,103.209.58.228,webnotions.com,443,211.179.156.146,pandora-charms.us,443,2020-06-23 11:28:58.798
696,12877.4,9,104,113.229.210.127,nnedi.com,80,116.22.6.41,coppercoin.co.in,1681,2020-06-23 11:29:00.264
697,13061.3,9,22,58.252.185.11,ibon.com.tw,443,177.147.181.187,sting.co,443,2020-06-23 11:29:03.585
698,18848.9,13,90,37.156.204.131,cybirg.com,443,219.180.137.91,freeliveporn.fun,80,2020-06-23 11:29:05.019
699,10960.1,8,100,71.56.147.195,yourboulder.com,80,86.156.68.215,itbppublicschoolsaboli.com,80,2020-06-23 11:29:07.233
700,10034.6,7,48,238.39.72.109,hbindustry.cn,80,107.223.184.49,vialogues.com,80,2020-06-23 11:29:08.911
701,22109.9,15,71,123.35.166.98,51miaofang.com,3958,46.157.123.211,jeancoutu.com,3246,2020-06-23 11:29:09.684
702,26499.3,18,107,185.156.54.161,trachtenshop.de,80,154.216.43.146,remakelearning.org,80,2020-06-23 11:29:11.863
703,1528.7,2,92,227.38.217.184,cialisg8.com,443,99.130.248.7,pillcost.space,80,2020-06-23 11:29:12.695
704,9439.7,7,137,204.141.175.79,134533.live,80,175.176.130.14,wk-pharma.fr,80,2020-06-23 11:29:17.358
705,14536.0,10,139,67.36.109.169,blablacar.nl,80,8.241.191.172,couponpal.com,80,2020-06-23 11:29:18.411
706,11410.8,8,96,208.153.91.141,fastventure.co,3393,116.9.207.196,lamanyana.cat,443,2020-06-23 11:29:28.117
707,9365.4,7,114,211.179.156.146,pandora-charms.us,443,137.8.195.180,sasksun.com,443,2020-06-23 11:29:29.110
708,20520.5,14,19,15.245.202.134,gztymy.com,443,8.241.191.172,couponpal.com,443,2020-06-23 11:29:30.742
709,28475.6,19,81,25.61.203.6,merrytomarry.ph,443,63.121.211.22,www-412418.com,443,2020-06-23 11:29:33.835
710,25582.4,18,55,179.116.114.203,ausflug-heute.de,443,5.42.23.220,voyance-telephone-gratuite.com,25005,2020-06-23 11:29:36.201
711,1993.8,2,81,225.114.216.213,truefoodnow.org,80,164.158.98.33,coin-hive.com,80,2020-06-23 11:29:38.622
712,17409.9,12,107,127.233.105.94,l4lcxr9ocdDGA.com,443,255.7.11.121,hxymh.icu,80,2020-06-23 11:29:39.470
713,28200.1,19,41,132.87.166.183,lolalo.info,80,72.120.188.93,fwcdn.pl,80,2020-06-23 11:29:47.892
714,16168.9,11,97,118.253.152.82,justamir.com,131,132.128.57.17,ismarttiger.com,443,2020-06-23 11:29:53.447
715,18632.3,13,111,179.116.114.203,ausflug-heute.de,80,104.183.37.155,shockofthenew.com,443,2020-06-23 11:29:55.027
716,1754.1,2,111,37.156.204.131,cybirg.com,679,243.236.103.245,rrk4mb72DGA.com,443,2020-06-23 11:29:55.120
717,26422.5,18,64,156.246.26.95,tanp.jp,443,83.246.59.217,acne.se,80,2020-06-23 11:29:55.545
718,14898.2,10,132,17.101.93.156,488088g.com,443,57.173.215.83,prajasakti.com,80,2020-06-23 11:29:56.743
719,4904.1,4,116,84.40.94.69,wako.co.jp,443,243.248.84.230,keeneeng.com,80,2020-06-23 11:29:58.088
720,8209.5,6,18,182.147.34.8,chamospastry.com,443,156.246.26.95,tanp.jp,443,2020-06-23 11:30:00.906
721,5707.1,4,44,197.177.0.50,blinds-2go.co.uk,80,85.124.153.92,concordmedical.com,80,2020-06-23 11:30:01.569
722,20032.8,14,13,243.236.103.245,rrk4mb72DGA.com,80,71.56.147.195,yourboulder.com,80,2020-06-23 11:30:03.091
723,15206.9,11,138,11.73.151.46,douxhb.com,443,113.51.66.212,educationtoronto.org,443,2020-06-23 11:30:04.498
724,19243.6,13,25,248.19.227.120,articlecity.com,7779,242.30.104.243,demographix.com,2812,2020-06-23 11:30:07.225
725,8559.9,6,69,222.126.9.211,podzamcze-dobczyce.pl,1462,197.177.0.50,blinds-2go.co.uk,443,2020-06-23 11:30:07.503
726,1818.0,2,43,93.83.18.110,whentogo.com,80,113.40.198.28,10000ansplustard.org,80,2020-06-23 11:30:08.290
727,13990.0,10,2,107.223.184.49,vialogues.com,80,21.8.164.150,bonsaiclubschio.it,80,2020-06-23 11:30:10.561
728,17543.6,12,98,234.113.98.19,eugmbh.de,3086,182.254.100.164,beibei812nr.cn,443,2020-06-23 11:30:12.689
729,25144.1,17,27,185.104.138.123,austhrutime.com,80,236.244.105.67,freedom-leisure.co.uk,443,2020-06-23 11:30:18.337
730,4203.8,3,28,220.26.200.147,wesleystace.com,443,5.45.145.100,gzg2b.gov.cn,443,2020-06-23 11:30:23.137
731,2546.5,2,73,125.166.235.8,ziffdavisinternet.com,80,185.225.190.1,qnamaker.ai,80,2020-06-23 11:30:23.175
732,10509.3,8,101,183.17.239.92,6491429.cn,443,25.61.203.6,merrytomarry.ph,6702,2020-06-23 11:30:23.256
733,6589.2,5,43,124.113.72.81,arrowfeed.net,80,94.217.127.244,search-marketing.info,592,2020-06-23 11:30:29.032
734,6680.2,5,64,0.45.91.91,tbget.com,80,239.36.33.63,515666e.com,443,2020-06-23 11:30:29.469
735,20004.6,14,67,218.251.214.210,maxxis.co.uk,80,255.184.21.184,hillspet.de,80,2020-06-23 11:30:34.015
736,3236.7,3,31,158.252.188.224,041c4aoq1DGA.com,80,56.221.7.126,earhq.icu,80,2020-06-23 11:30:35.577
737,28162.6,19,49,126.9.131.143,mycoursehelp.com,80,19.72.247.31,cyvdd.icu,80,2020-06-23 11:30:37.728
738,28926.3,20,18,240.28.44.208,gmatpill.com,80,124.113.72.81,arrowfeed.net,443,2020-06-23 11:30:38.602
739,12623.2,9,22,40.8.33.40,bupa.com,80,120.248.204.33,moneyonlineinvestment.com,80,2020-06-23 11:30:43.839
740,2147.8,2,98,21.37.37.55,diyhomeworld.com,443,103.209.58.228,webnotions.com,443,2020-06-23 11:30:44.074
741,20204.0,14,48,193.12.172.61,rushabhjackie.com,3668,161.253.96.252,maiqin.com,443,2020-06-23 11:30:49.547
742,21016.1,15,61,47.179.131.22,vrindaindia.com,1196,49.196.11.53,meqxso.icu,443,2020-06-23 11:30:52.297
743,16124.6,11,15,121.187.74.8,potus.com,443,116.153.31.19,astrium.com,443,2020-06-23 11:30:58.378
744,26474.4,18,9,55.36.158.252,cstrikes.ru,4739,37.82.77.20,wineriesofniagaraonthelake.com,80,2020-06-23 11:31:01.226
745,26148.5,18,126,97.98.149.104,api.addthis.com,443,219.180.137.91,freeliveporn.fun,80,2020-06-23 11:31:02.204
746,20393.0,14,93,37.82.77.20,wineriesofniagaraonthelake.com,80,137.148.101.202,iwnsvg.com,80,2020-06-23 11:31:03.384
747,13020.0,9,141,96.90.186.45,sptechcon.com,443,124.113.72.81,arrowfeed.net,443,2020-06-23 11:31:04.739
748,21885.1,15,42,243.248.84.230,keeneeng.com,80,126.9.131.143,mycoursehelp.com,443,2020-06-23 11:31:05.987
749,24014.8,17,25,197.177.0.50,blinds-2go.co.uk,80,41.232.197.27,www68758d.com,443,2020-06-23 11:31:08.000
750,19488.8,13,118,126.128.213.156,everydaydesi.com,80,61.204.51.253,fjynp.icu,80,2020-06-23 11:31:11.660
751,8597.7,6,70,255.184.21.184,hillspet.de,443,46.157.123.211,jeancoutu.com,80,2020-06-23 11:31:11.857
752,20872.9,14,90,247.129.165.240,marinij.com,443,239.36.33.63,515666e.com,3994,2020-06-23 11:31:11.913
753,27492.3,19,28,125.110.140.190,3fyie0tDGA.com,443,44.90.236.61,guestbookcentral.com,80,2020-06-23 11:31:12.714
754,27168.9,19,134,21.8.164.150,bonsaiclubschio.it,80,251.28.50.174,mrdfood.com,80,2020-06-23 11:31:14.441
755,26998.8,18,79,76.198.31.198,etbtravelnews.global,443,105.49.16.103,tarimorman.gov.tr,80,2020-06-23 11:31:22.818
756,11031.9,8,20,3.31.169.23,saftysign.ir,443,29.185.33.243,calgarypubliclibrary.com,443,2020-06-23 11:31:24.495
757,1962.8,2,133,254.199.53.247,redfin.ca,80,100.205.24.123,uggolx.nu,443,2020-06-23 11:31:25.871
758,28952.7,20,118,113.51.66.212,educationtoronto.org,80,76.198.31.198,etbtravelnews.global,80,2020-06-23 11:31:27.204
759,20150.5,14,10,61.243.224.156,thegamesedge.com,80,54.152.214.180,inlandsbanan.se,80,2020-06-23 11:31:32.618
760,22798.9,16,29,137.148.101.202,iwnsvg.com,2877,58.252.185.11,ibon.com.tw,443,2020-06-23 11:31:33.565
761,10281.5,7,42,113.125.127.172,ntrajx.cn,80,139.44.70.234,rtl-west.de,80,2020-06-23 11:31:39.066
762,9709.9,7,0,255.7.11.121,hxymh.icu,80,182.170.28.25,nbty.gov.cn,80,2020-06-23 11:31:39.202
763,1906.5,2,54,11.73.151.46,douxhb.com,1662,155.193.63.242,adrc.com,443,2020-06-23 11:31:40.546
764,28221.4,19,4,208.153.91.141,fastventure.co,443,37.82.77.20,wineriesofniagaraonthelake.com,80,2020-06-23 11:31:46.747
765,13004.5,9,117,232.52.245.228,visitxm.com,3566,118.228.223.207,fishfans.com,443,2020-06-23 11:31:55.663
766,29420.9,20,111,229.171.57.54,q7y7zcnikDGA.com,80,10.50.36.156,www-665661.com,21010,2020-06-23 11:31:56.450
767,23001.3,16,102,76.198.31.198,etbtravelnews.global,1356,171.247.182.106,openmusictheory.com,2860,2020-06-23 11:31:59.922
768,27615.2,19,114,151.99.94.76,sweetloveshower.com,443,185.156.54.161,trachtenshop.de,80,2020-06-23 11:32:02.330
769,11758.6,8,1,20.83.12.253,topsteelcommercial.com,80,46.43.37.48,jenspends.com,80,2020-06-23 11:32:02.545
770,5353.9,4,101,97.157.246.1,cartermuseum.org,443,138.25.44.180,521151.info,443,2020-06-23 11:32:02.606
771,21374.6,15,71,88.25.231.28,emlk.de,2788,38.222.51.4,e5421.com,80,2020-06-23 11:32:03.260
772,8303.2,6,92,239.210.207.142,karenbachini.com,2655,171.247.182.106,openmusictheory.com,443,2020-06-23 11:32:05.706
773,23605.4,16,60,55.36.158.252,cstrikes.ru,2077,57.173.215.83,prajasakti.com,80,2020-06-23 11:32:06.211
774,5081.7,4,104,232.52.245.228,visitxm.com,80,49.196.11.53,meqxso.icu,443,2020-06-23 11:32:07.047
775,6733.9,5,58,19.137.245.129,obergatlinburg.com,443,151.99.94.76,sweetloveshower.com,80,2020-06-23 11:32:09.418
776,12739.3,9,122,219.180.137.91,freeliveporn.fun,443,193.12.172.61,rushabhjackie.com,443,2020-06-23 11:32:10.582
777,14585.6,10,137,54.203.14.201,hvcmwq.cn,443,230.167.169.2,mcmastercarr.com,80,2020-06-23 11:32:10.912
778,18835.0,13,46,236.187.223.73,nwipie.com,443,87.254.166.26,shearsman.com,443,2020-06-23 11:32:11.720
779,26601.8,18,40,114.101.57.64,advancedrecoverysystems.com,80,178.45.43.72,channeladvisor.com,443,2020-06-23 11:32:14.018
780,18782.3,13,9,134.72.119.210,xvidoes.site,80,91.159.125.254,propertihemat.com,80,2020-06-23 11:32:15.198
781,8297.5,6,3,143.135.152.193,securenet.net,80,29.185.33.243,calgarypubliclibrary.com,443,2020-06-23 11:32:16.717
782,22994.0,16,18,76.239.161.120,haiku-os.org,1894,83.35.155.191,hopitaldufutur.org,80,2020-06-23 11:32:24.424
